college_id,college_name,division,gender_program,website,soccer_program_url
710,Alfred University,D3,mens,https://athletics.alfred.edu,
711,Alfred University,D3,womens,https://athletics.alfred.edu,
530,Anderson University,D3,mens,https://athletics.anderson.edu,
531,Anderson University,D3,womens,https://athletics.anderson.edu,
722,Bard College,D3,mens,https://athletics.bard.edu,
723,Bard College,D3,womens,https://athletics.bard.edu,
612,Bates College,D3,mens,https://athletics.bates.edu,
613,Bates College,D3,womens,https://athletics.bates.edu,
660,Beloit College,D3,mens,https://buccaneers.beloit.edu,
661,Beloit College,D3,womens,https://buccaneers.beloit.edu,
676,Benedictine University,D3,mens,https://bueagles.com,
677,Benedictine University,D3,womens,https://bueagles.com,
638,Berry College,D3,mens,https://athletics.berry.edu,
639,Berry College,D3,womens,https://athletics.berry.edu,
696,Bethany College (WV),D3,mens,https://bethanybisons.com,
697,Bethany College (WV),D3,womens,https://bethanybisons.com,
614,Colby College,D3,mens,https://athletics.colby.edu,
615,Colby College,D3,womens,https://athletics.colby.edu,
4672,Concordia Tornados,D3,mens,,
4674,Concordia Tornados,D3,womens,,
678,Concordia University Chicago,D3,mens,https://cuchicagoathletics.com,
679,Concordia University Chicago,D3,womens,https://cuchicagoathletics.com,
616,Connecticut College,D3,mens,https://camelbacks.com,
617,Connecticut College,D3,womens,https://camelbacks.com,
662,Cornell College,D3,mens,https://athletics.cornellcollege.edu,
663,Cornell College,D3,womens,https://athletics.cornellcollege.edu,
622,Dickinson College,D3,mens,https://athletics.dickinson.edu,
623,Dickinson College,D3,womens,https://athletics.dickinson.edu,
680,Edgewood College,D3,mens,https://edgewoodathletics.com,
681,Edgewood College,D3,womens,https://edgewoodathletics.com,
736,Farmingdale State College,D3,mens,https://farmingdaleathletics.com,
737,Farmingdale State College,D3,womens,https://farmingdaleathletics.com,
624,Franklin & Marshall College,D3,mens,https://fandmathletics.com,
625,Franklin & Marshall College,D3,womens,https://fandmathletics.com,
626,Gettysburg College,D3,mens,https://gettysburgathletics.com,
627,Gettysburg College,D3,womens,https://gettysburgathletics.com,
664,Grinnell College,D3,mens,https://athletics.grinnell.edu,
665,Grinnell College,D3,womens,https://athletics.grinnell.edu,
559,Hampden-Sydney College,D3,womens,https://hscathletics.com,
628,Haverford College,D3,mens,https://athletics.haverford.edu,
629,Haverford College,D3,womens,https://athletics.haverford.edu,
714,Houghton University,D3,mens,https://houghtonathletics.com,
715,Houghton University,D3,womens,https://houghtonathletics.com,
668,Knox College,D3,mens,https://athletics.knox.edu,
669,Knox College,D3,womens,https://athletics.knox.edu,
670,Lake Forest College,D3,mens,https://foresters.com,
671,Lake Forest College,D3,womens,https://foresters.com,
682,Lakeland University,D3,mens,https://lakelanda.org,
683,Lakeland University,D3,womens,https://lakelanda.org,
672,Lawrence University,D3,mens,https://lawrencevikings.com,
673,Lawrence University,D3,womens,https://lawrencevikings.com,
644,Lewis & Clark College,D3,mens,https://gopioneers.athletics.lclark.edu,
