college_id,college_name,division,gender_program,website,soccer_program_url
336,Florida Institute of Technology,D2,mens,https://fitpanthers.com,
337,Florida Institute of Technology,D2,womens,https://fitpanthers.com,
1568,Fort Hays State University,D2,mens,,
1792,Fort Hays State University,D2,womens,,
1569,Fort Lewis College,D2,mens,,
1793,Fort Lewis College,D2,womens,,
1570,Francis Marion University,D2,mens,,
1794,Francis Marion University,D2,womens,,
1572,Fresno Pacific University,D2,mens,,
1796,Fresno Pacific University,D2,womens,,
1573,Frostburg State University,D2,mens,,
1797,Frostburg State University,D2,womens,,
1574,Gannon University,D2,mens,,
1798,Gannon University,D2,womens,,
1799,Georgia College & State University,D2,womens,,
1575,Georgia Southwestern State University,D2,mens,,
1800,Georgia Southwestern State University,D2,womens,,
320,Glenville State University,D2,mens,https://gsupioneerathletics.com,
321,Glenville State University,D2,womens,https://gsupioneerathletics.com,
1577,Goldey–Beacom College,D2,mens,,
1802,Goldey–Beacom College,D2,womens,,
218,Grand Valley State University,D2,mens,https://gvsulakers.com,
1579,Hawai'i Pacific University,D2,mens,,
1805,Hawai'i Pacific University,D2,womens,,
376,Hillsdale College,D2,mens,https://hillsdalechargers.com,
377,Hillsdale College,D2,womens,https://hillsdalechargers.com,
366,Holy Family University,D2,mens,https://hfuathletics.com,
367,Holy Family University,D2,womens,https://hfuathletics.com,
222,Indiana University of Pennsylvania,D2,mens,https://iupathletics.com,
1585,Jessup University,D2,mens,,
1813,Jessup University,D2,womens,,
1586,Kentucky Wesleyan College,D2,mens,,
1814,Kentucky Wesleyan College,D2,womens,,
422,King University,D2,mens,https://kingathletics.com,
423,King University,D2,womens,https://kingathletics.com,
402,Kutztown University,D2,mens,https://kutztownathletics.com,
403,Kutztown University,D2,womens,https://kutztownathletics.com,
1816,Kutztown University of Pennsylvania,D2,womens,,
1704,Lackawanna College,D2,mens,,
1969,Lackawanna College,D2,womens,,
1590,Lee University,D2,mens,,
1819,Lee University,D2,womens,,
1591,Lees–McRae College,D2,mens,,
1820,Lees–McRae College,D2,womens,,
1592,Lenoir–Rhyne University,D2,mens,,
1821,Lenoir–Rhyne University,D2,womens,,
1594,Lincoln University,D2,mens,,
1823,Lincoln University (Missouri),D2,womens,,
1824,Lincoln University (Pennsylvania),D2,womens,,
404,Lock Haven University,D2,mens,https://athletics.lockhaven.edu,
405,Lock Haven University,D2,womens,https://athletics.lockhaven.edu,
1596,Lubbock Christian University,D2,mens,,
1826,Lubbock Christian University,D2,womens,,
380,Malone University,D2,mens,https://malonepioneer.com,
381,Malone University,D2,womens,https://malonepioneer.com,
406,Mansfield University,D2,mens,https://mansfieldathletics.com,
407,Mansfield University,D2,womens,https://mansfieldathletics.com,
424,Mars Hill University,D2,mens,https://mhuathletics.com,
425,Mars Hill University,D2,womens,https://mhuathletics.com,
1600,Maryville University,D2,mens,,
1831,Maryville University,D2,womens,,
298,McKendree University,D2,mens,https://mckendreeathletics.com,
299,McKendree University,D2,womens,https://mckendreeathletics.com,
1602,Menlo College,D2,mens,,
1833,Menlo College,D2,womens,,
1603,Mercy University,D2,mens,,
1834,Mercy University,D2,womens,,
236,Mercyhurst University,D2,mens,https://mercyhurstlakers.com,
237,Mercyhurst University,D2,womens,https://mercyhurstlakers.com,
1604,Metropolitan State University of Denver,D2,mens,,
1835,Metropolitan State University of Denver,D2,womens,,
238,Michigan Tech,D2,mens,https://michigantechhuskies.com,
1836,Michigan Technological University,D2,womens,,
1605,Middle Georgia State University,D2,mens,,
1837,Middle Georgia State University,D2,womens,,
1607,Millersville University of Pennsylvania,D2,mens,,
1839,Millersville University of Pennsylvania,D2,womens,,
1843,Minnesota State University Moorhead,D2,womens,,
1842,"Minnesota State University, Mankato",D2,womens,,
1844,Minot State University,D2,womens,,
434,Mississippi College,D2,mens,https://mcchoctaws.com,
435,Mississippi College,D2,womens,https://mcchoctaws.com,
1848,Missouri Southern State University,D2,womens,,
1609,Missouri University of Science and Technology,D2,mens,,
1846,Missouri University of Science and Technology,D2,womens,,
1849,Missouri Western State University,D2,womens,,
1705,Monroe University,D2,mens,,
1970,Monroe University,D2,womens,,
1851,Montana State University Billings,D2,womens,,
1856,New Mexico Highlands University,D2,womens,,
1615,Newman University,D2,mens,,
1858,Newman University,D2,womens,,
1617,North Greenville University,D2,mens,,
1861,North Greenville University,D2,womens,,
1618,Northeastern State University,D2,mens,,
1862,Northeastern State University,D2,womens,,
1864,Northern State University,D2,womens,,
1865,Northwest Missouri State University,D2,womens,,
1620,Northwest Nazarene University,D2,mens,,
1866,Northwest Nazarene University,D2,womens,,
1867,Northwestern Oklahoma State University,D2,womens,,
1621,Northwood University,D2,mens,,
1868,Northwood University,D2,womens,,
322,Notre Dame College,D2,mens,https://ndcfalcons.com,
323,Notre Dame College,D2,womens,https://ndcfalcons.com,
382,Ohio Dominican University,D2,mens,https://odpanthers.com,
383,Ohio Dominican University,D2,womens,https://odpanthers.com,
1871,Oklahoma Baptist University,D2,womens,,
1624,Oklahoma Christian University,D2,mens,,
1872,Oklahoma Christian University,D2,womens,,
1876,Pennsylvania Western University – California,D2,womens,,
1877,Pennsylvania Western University – Clarion,D2,womens,,
1878,Pennsylvania Western University – Edinboro,D2,womens,,
1627,"Pennsylvania Western University, California",D2,mens,,
1629,Point Loma Nazarene University,D2,mens,,
1880,Point Loma Nazarene University,D2,womens,,
1630,Point Park University,D2,mens,,
1881,Point Park University,D2,womens,,
368,Post University,D2,mens,https://postathletics.com,
369,Post University,D2,womens,https://postathletics.com,
1633,Purdue University Northwest,D2,mens,,
1885,Purdue University Northwest,D2,womens,,
1634,Queens College,D2,mens,,
1886,Queens College,D2,womens,,
300,Quincy University,D2,mens,https://quincyhawks.com,
301,Quincy University,D2,womens,https://quincyhawks.com,
1636,Regis University,D2,mens,,
1888,Regis University,D2,womens,,
1637,Roberts Wesleyan University,D2,mens,,
1889,Roberts Wesleyan University,D2,womens,,
1638,Rockhurst University,D2,mens,,
1890,Rockhurst University,D2,womens,,
1639,Rogers State University,D2,mens,,
1891,Rogers State University,D2,womens,,
1640,Roosevelt University,D2,mens,,
1893,Roosevelt University,D2,womens,,
1642,Saginaw Valley State University,D2,mens,,
1894,Saginaw Valley State University,D2,womens,,
1646,Saint Martin's University,D2,mens,,
1899,Saint Martin's University,D2,womens,,
394,Saint Michael's College,D2,mens,https://gosmcathletics.com,
395,Saint Michael's College,D2,womens,https://gosmcathletics.com,
1650,Salem University,D2,mens,,
1903,Salem University,D2,womens,,
1651,San Francisco State University,D2,mens,,
1904,San Francisco State University,D2,womens,,
1653,Seton Hill University,D2,mens,,
1906,Seton Hill University,D2,womens,,
1654,Shaw University,D2,mens,,
1907,Shaw University,D2,womens,,
1655,Shawnee State University,D2,mens,,
1908,Shawnee State University,D2,womens,,
1656,Shepherd University,D2,mens,,
1909,Shepherd University,D2,womens,,
1657,Shippensburg University of Pennsylvania,D2,mens,,
1910,Shippensburg University of Pennsylvania,D2,womens,,
436,Shorter University,D2,mens,https://shorterathletics.com,
437,Shorter University,D2,womens,https://shorterathletics.com,
1659,Simon Fraser University,D2,mens,,
1912,Simon Fraser University,D2,womens,,
408,Slippery Rock University,D2,mens,https://sruathletics.com,
409,Slippery Rock University,D2,womens,https://sruathletics.com,
1660,Slippery Rock University of Pennsylvania,D2,mens,,
1914,Slippery Rock University of Pennsylvania,D2,womens,,
1662,South Dakota School of Mines and Technology,D2,mens,,
1664,Southern Nazarene University,D2,mens,,
1918,Southern Nazarene University,D2,womens,,
1666,Southern Wesleyan University,D2,mens,,
1920,Southern Wesleyan University,D2,womens,,
302,Southwest Baptist University,D2,mens,https://sbubears.com,
303,Southwest Baptist University,D2,womens,https://sbubears.com,
1922,Southwest Minnesota State University,D2,womens,,
1923,Southwestern Oklahoma State University,D2,womens,,
1668,Spring Hill College,D2,mens,,
1924,Spring Hill College,D2,womens,,
1644,St. Cloud State University,D2,mens,,
1896,St. Cloud State University,D2,womens,,
1897,St. Edward's University,D2,womens,,
1647,St. Mary's University,D2,mens,,
1900,St. Mary's University,D2,womens,,
1649,St. Thomas Aquinas College,D2,mens,,
1902,St. Thomas Aquinas College,D2,womens,,
1670,Sul Ross State University,D2,mens,,
1926,Sul Ross State University,D2,womens,,
342,Tampa,D2,mens,https://ut-spartans.com,
343,Tampa,D2,womens,https://ut-spartans.com,
350,Texas A&M International University,D2,mens,https://tamiudust.com,
351,Texas A&M International University,D2,womens,https://tamiudust.com,
354,Texas A&M University-Commerce,D2,mens,https://golionstamuc.com,
355,Texas A&M University-Commerce,D2,womens,https://golionstamuc.com,
356,Texas A&M University-Kingsville,D2,mens,https://javelinas.tamuk.edu,
357,Texas A&M University-Kingsville,D2,womens,https://javelinas.tamuk.edu,
1702,Texas A&M University–Texarkana,D2,mens,,
1967,Texas A&M University–Texarkana,D2,womens,,
1703,Texas Wesleyan University,D2,mens,,
1968,Texas Wesleyan University,D2,womens,,
1932,Texas Woman's University,D2,womens,,
1675,Thomas Jefferson University,D2,mens,,
1812,Thomas Jefferson University,D2,womens,,
1676,Thomas More University,D2,mens,,
1933,Thomas More University,D2,womens,,
1678,Trevecca Nazarene University,D2,mens,,
1935,Trevecca Nazarene University,D2,womens,,
1680,Tusculum College,D2,mens,,
426,Tusculum University,D2,mens,https://tusculumathletics.com,
427,Tusculum University,D2,womens,https://tusculumathletics.com,
1681,Union University,D2,mens,,
1938,Union University,D2,womens,,
358,University of Arkansas-Fort Smith,D2,mens,https://uafsathletics.com,
359,University of Arkansas-Fort Smith,D2,womens,https://uafsathletics.com,
1512,University of Bridgeport,D2,mens,,
1726,University of Bridgeport,D2,womens,,
1524,"University of California, Merced",D2,mens,,
1728,"University of California, Merced",D2,womens,,
1742,University of Central Missouri,D2,womens,,
1743,University of Central Oklahoma,D2,womens,,
324,University of Charleston,D2,mens,https://ucgoeagles.com,
325,University of Charleston,D2,womens,https://ucgoeagles.com,
1539,University of Colorado Colorado Springs,D2,mens,,
1756,University of Colorado Colorado Springs,D2,womens,,
1564,University of Findlay,D2,mens,,
1788,University of Findlay,D2,womens,,
1580,University of Hawai'i at Hilo,D2,mens,,
1806,University of Hawai'i at Hilo,D2,womens,,
304,University of Illinois Springfield,D2,mens,https://uisathletics.com,
305,University of Illinois Springfield,D2,womens,https://uisathletics.com,
1582,University of Illinois at Springfield,D2,mens,,
1808,University of Illinois at Springfield,D2,womens,,
306,University of Indianapolis,D2,mens,https://uindy.edu/athletics,
307,University of Indianapolis,D2,womens,https://uindy.edu/athletics,
1584,University of Jamestown,D2,mens,,
1811,University of Jamestown,D2,womens,,
1830,University of Mary,D2,womens,,
1840,University of Minnesota Crookston,D2,womens,,
242,University of Minnesota Duluth,D2,mens,https://umdbulldogs.com,
1610,University of Missouri–St. Louis,D2,mens,,
1847,University of Missouri–St. Louis,D2,womens,,
1612,University of Montevallo,D2,mens,,
1852,University of Montevallo,D2,womens,,
1613,University of Mount Olive,D2,mens,,
1853,University of Mount Olive,D2,womens,,
1854,University of Nebraska at Kearney,D2,womens,,
440,University of North Alabama,D2,mens,https://roarlions.com,
1859,University of North Carolina at Pembroke,D2,womens,,
1616,University of North Georgia,D2,mens,,
1860,University of North Georgia,D2,womens,,
1628,University of Pittsburgh at Johnstown,D2,mens,,
1879,University of Pittsburgh at Johnstown,D2,womens,,
1632,University of Puerto Rico at Bayamón,D2,mens,,
1883,University of Puerto Rico at Bayamón,D2,womens,,
1884,"University of Puerto Rico, Río Piedras",D2,womens,,
1913,University of Sioux Falls,D2,womens,,
1661,University of South Carolina Aiken,D2,mens,,
1915,University of South Carolina Aiken,D2,womens,,
1916,University of South Carolina Beaufort,D2,womens,,
1671,University of Tampa,D2,mens,,
1927,University of Tampa,D2,womens,,
1930,University of Texas Permian Basin,D2,womens,,
1673,University of Texas at Dallas,D2,mens,,
1929,University of Texas at Dallas,D2,womens,,
1674,University of Texas at Tyler,D2,mens,,
1931,University of Texas at Tyler,D2,womens,,
352,University of Texas of the Permian Basin,D2,mens,https://utpbathletics.com,
353,University of Texas of the Permian Basin,D2,womens,https://utpbathletics.com,
428,University of Virginia's College at Wise,D2,mens,https://uvawise.edu/athletics,
429,University of Virginia's College at Wise,D2,womens,https://uvawise.edu/athletics,
1686,University of West Alabama,D2,mens,,
1948,University of West Alabama,D2,womens,,
1700,University of Wisconsin–Parkside,D2,mens,,
1965,University of Wisconsin–Parkside,D2,womens,,
370,University of the District of Columbia,D2,mens,https://udcfirebirds.com,
371,University of the District of Columbia,D2,womens,https://udcfirebirds.com,
1682,Upper Iowa University,D2,mens,,
1939,Upper Iowa University,D2,womens,,
1940,Ursuline College,D2,womens,,
282,Valdosta State University,D2,mens,https://vstateblazers.com,
1683,Vanguard University,D2,mens,,
1942,Vanguard University,D2,womens,,
1684,Virginia State University,D2,mens,,
1943,Virginia State University,D2,womens,,
384,Walsh University,D2,mens,https://walshathletics.com,
385,Walsh University,D2,womens,https://walshathletics.com,
1945,Washburn University,D2,womens,,
1946,Wayne State College,D2,womens,,
1947,Wayne State University,D2,womens,,
410,West Chester University,D2,mens,https://wcuathletics.com,
411,West Chester University,D2,womens,https://wcuathletics.com,
326,West Liberty University,D2,mens,https://wluhilltopers.com,
327,West Liberty University,D2,womens,https://wluhilltopers.com,
1953,West Virginia State University,D2,womens,,
328,West Virginia Wesleyan College,D2,mens,https://wvwcathletics.com,
329,West Virginia Wesleyan College,D2,womens,https://wvwcathletics.com,
1955,Western Colorado University,D2,womens,,
1692,Western Oregon University,D2,mens,,
1956,Western Oregon University,D2,womens,,
1694,Westminster University,D2,mens,,
1958,Westminster University,D2,womens,,
1695,Westmont College,D2,mens,,
1959,Westmont College,D2,womens,,
330,Wheeling University,D2,mens,https://wheelingcardinals.com,
331,Wheeling University,D2,womens,https://wheelingcardinals.com,
308,William Jewell College,D2,mens,https://williamjewellathletics.com,
309,William Jewell College,D2,womens,https://williamjewellathletics.com,
1698,Wilmington University,D2,mens,,
1962,Wilmington University,D2,womens,,
1964,Winona State University,D2,womens,,
